,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
10,What's the point of filling out 50 pieces of paper that all say the same thing and having to have 2 different physicals?,Another task that is nothing more than Camus Absurdism.,['neutralizing'],What's the point of filling out 50 pieces of paper that all say the same thing and having to have 2 different physicals? Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] Another task that is nothing more than Camus Absurdism.
11,"Idk , this is sooooo much , ughhhh . Idk what to say or do !!!",I need to be calm.,['growth'],"Idk , this is sooooo much , ughhhh . Idk what to say or do !!! Strategy: ['growth']",['growth'] ,['growth'] I need to be calm.
12,last night was such a dramatic night. maybe a good time to take a nap.,Last night was in the past and now I can just relax with a good nap.,['impermanence'],last night was such a dramatic night. maybe a good time to take a nap. Strategy: ['impermanence'],['impermanence'] ,['impermanence'] Last night was in the past and now I can just relax with a good nap.
13,Can't work tomorrow so now pray for either 1 full shift or 2 small 1s nxt wk.Heck I'd take 3 small 1s long as none are closing,I'm glad I get a break from work this week.,"['neutralizing', 'optimism']","Can't work tomorrow so now pray for either 1 full shift or 2 small 1s nxt wk.Heck I'd take 3 small 1s long as none are closing Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I'm glad I get a break from work this week."
14,It's turning out to be another stressful day at work. I'm thinking a movie might be in order tonight.,A stressful day at work. I'm looking forward to a movie tonight.,['neutralizing'],It's turning out to be another stressful day at work. I'm thinking a movie might be in order tonight. Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] A stressful day at work. I'm looking forward to a movie tonight.
15,i swear finding something to wear to normal partys are so much complicated to finding a prom dress,Finding something to wear for parties is challenging but the parties make it all worth it.,"['neutralizing', 'optimism']","i swear finding something to wear to normal partys are so much complicated to finding a prom dress Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Finding something to wear for parties is challenging but the parties make it all worth it."
16,I will finish this 1000 piece puzzle in 1 day Also Me: - Three days have passed stil no closer to finishing puzzle. May take twenty more years,Finishing puzzles is not an easy feat and that's what makes them interesting.,['optimism'],I will finish this 1000 piece puzzle in 1 day Also Me: - Three days have passed stil no closer to finishing puzzle. May take twenty more years Strategy: ['optimism'],['optimism'] ,['optimism'] Finishing puzzles is not an easy feat and that's what makes them interesting.
17,The god awful moment when you realize the fate of the game rests on flacco.,When you realize the fate of the game that was too awful,"['growth', 'neutralizing']","The god awful moment when you realize the fate of the game rests on flacco. Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] When you realize the fate of the game that was too awful"
18,I get enough of this crap at work I don't need it from you too.,I've been stressed out so I should plan something relaxing to do.,"['growth', 'optimism']","I get enough of this crap at work I don't need it from you too. Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] I've been stressed out so I should plan something relaxing to do."
19,Too many moths and daddy long legs flying around my flat tonight..thats y I hate leaving windows open,"Nex time I'll close the windows, so that doesn't happen again",['growth'],Too many moths and daddy long legs flying around my flat tonight..thats y I hate leaving windows open Strategy: ['growth'],['growth'] ,"['growth'] Nex time I'll close the windows, so that doesn't happen again"
20,So this outline is about to be 7 pages since we have to have every damn thing on it or we get marked down,Going to make the outline 7 pages long so then I dont get marked down and I do amazing,"['growth', 'optimism']","So this outline is about to be 7 pages since we have to have every damn thing on it or we get marked down Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] Going to make the outline 7 pages long so then I dont get marked down and I do amazing"
21,The worst kind of pressure is having to look for something that does not talk. Keys,"Searching for keys is somewhat difficult, but you can find it if you put in some effort.","['neutralizing', 'optimism']","The worst kind of pressure is having to look for something that does not talk. Keys Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Searching for keys is somewhat difficult, but you can find it if you put in some effort."
22,You think you know someone and then you realize you know nothing about them frustrated Whydoidothis,"Although some people are not what they really are, I believe that one day they will find their personality.",['growth'],You think you know someone and then you realize you know nothing about them frustrated Whydoidothis Strategy: ['growth'],['growth'] ,"['growth'] Although some people are not what they really are, I believe that one day they will find their personality."
23,Wow! What a busy day! Feel a little stressed i must admit! Roll on 5:30,Wow! I was able to complete a busy day!,"['neutralizing', 'optimism']","Wow! What a busy day! Feel a little stressed i must admit! Roll on 5:30 Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Wow! I was able to complete a busy day!"
24,Lost 3 and a half hours of working time yesterday due to remote access issues at work. Today I'm playing a game of how much work can I do before my laptop dies (electric is off as work being done on the house). Joys of working from home! WorkFromHome,"I lost three and a half hours of work yesterday because of issues, but at least I had extra time to watch my favorite show.","['neutralizing', 'optimism']","Lost 3 and a half hours of working time yesterday due to remote access issues at work. Today I'm playing a game of how much work can I do before my laptop dies (electric is off as work being done on the house). Joys of working from home! WorkFromHome Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I lost three and a half hours of work yesterday because of issues, but at least I had extra time to watch my favorite show."
25,"My parents just asked if I was going crazy because I went from doing my homework, to crying and then to laughing. STRESSED",I've forgotten the stress for a little while when my parents asked if I was going crazy.,['impermanence'],"My parents just asked if I was going crazy because I went from doing my homework, to crying and then to laughing. STRESSED Strategy: ['impermanence']",['impermanence'] ,['impermanence'] I've forgotten the stress for a little while when my parents asked if I was going crazy.
26,Not pleased that I have to wait until Monday to find out about this job sickofwaiting,"I'm not a fan of waiting until monday to find out about this job, but I hope to get it",['optimism'],Not pleased that I have to wait until Monday to find out about this job sickofwaiting Strategy: ['optimism'],['optimism'] ,"['optimism'] I'm not a fan of waiting until monday to find out about this job, but I hope to get it"
27,"Im going through every emotion right now due to the fact that I gotta work& miss the game, ,,","Im sad I have to miss the game but so are all my coworkers, I hope we can catch up on it later and have some fun.","['impermanence', 'optimism']","Im going through every emotion right now due to the fact that I gotta work& miss the game, ,, Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] Im sad I have to miss the game but so are all my coworkers, I hope we can catch up on it later and have some fun."
28,I seriously hope these grades in the computer aren't up to date or ima be in some serious trouble..  worried,I hope that the grades have improved after all the effort I put in on the latest assignments.,['optimism'],I seriously hope these grades in the computer aren't up to date or ima be in some serious trouble..  worried Strategy: ['optimism'],['optimism'] ,['optimism'] I hope that the grades have improved after all the effort I put in on the latest assignments.
29,"I'm not even going to try. I'm so done with all of this. If I fail all of my classes, I fail.","If I fail on my classes, I should get some help","['growth', 'neutralizing', 'self_affirmation']","I'm not even going to try. I'm so done with all of this. If I fail all of my classes, I fail. Strategy: ['growth', 'neutralizing', 'self_affirmation']","['growth', 'neutralizing', 'self_affirmation'] ","['growth', 'neutralizing', 'self_affirmation'] If I fail on my classes, I should get some help"
30,Literally don't make the scholarship cut off at Marymount by 20 points on my SAT,I didn't manage to get the points needed for the scholarship but I did my best trying to so I am proud of that.,['neutralizing'],Literally don't make the scholarship cut off at Marymount by 20 points on my SAT Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] I didn't manage to get the points needed for the scholarship but I did my best trying to so I am proud of that.
31,I hate how one week I have moderate work then the following week everyone on earth has a task for me to do .,"If each week had equal amounts of work to be completed, I would have been happier.",['neutralizing'],I hate how one week I have moderate work then the following week everyone on earth has a task for me to do . Strategy: ['neutralizing'],['neutralizing'] ,"['neutralizing'] If each week had equal amounts of work to be completed, I would have been happier."
32,Sometimes I seriously feel like my life is a one way street but I'm driving in the wrong,Im finding my life really hard at the moment but I think I can sort it out eventually.,"['neutralizing', 'optimism']","Sometimes I seriously feel like my life is a one way street but I'm driving in the wrong Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Im finding my life really hard at the moment but I think I can sort it out eventually."
33,Just changed my journal into July. It's going too fast. It's getting too close. I hate this.,It's moving along quickly so I had better plan ahead and persevere.,"['optimism', 'self_affirmation']","Just changed my journal into July. It's going too fast. It's getting too close. I hate this. Strategy: ['optimism', 'self_affirmation']","['optimism', 'self_affirmation'] ","['optimism', 'self_affirmation'] It's moving along quickly so I had better plan ahead and persevere."
34,Not feeling this game. Was really hoping the Cubs would go up 2-1 in the series.,Was really hoping for something different. But I must say the competitions' fun is on the unexpected!,['optimism'],Not feeling this game. Was really hoping the Cubs would go up 2-1 in the series. Strategy: ['optimism'],['optimism'] ,['optimism'] Was really hoping for something different. But I must say the competitions' fun is on the unexpected!
35,Ugh not even excited for Mexico in March :'( I just want it to go away,Im not excited in mexico in march but it is okay I think I can cancel.,"['growth', 'optimism']","Ugh not even excited for Mexico in March :'( I just want it to go away Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] Im not excited in mexico in march but it is okay I think I can cancel."
36,"It's just too much goin on! I just need a ""turn your phone off and close the blinds"" kinda chill day. tired",I need a relaxed and chill day for myself.,"['growth', 'neutralizing']","It's just too much goin on! I just need a ""turn your phone off and close the blinds"" kinda chill day. tired Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] I need a relaxed and chill day for myself."
37,My to do list is a mile long. and this is just to get into nursing school. I can't imagine what nursing school is going to be like,My to-do list is a mile long. I am crave to done that,['growth'],My to do list is a mile long. and this is just to get into nursing school. I can't imagine what nursing school is going to be like Strategy: ['growth'],['growth'] ,['growth'] My to-do list is a mile long. I am crave to done that
38,"I don't even have a day to study each subject , I am fucked !",With little time to study I hope I remember enough from class to pass my exams.,['optimism'],"I don't even have a day to study each subject , I am fucked ! Strategy: ['optimism']",['optimism'] ,['optimism'] With little time to study I hope I remember enough from class to pass my exams.
39,I have a feeling I will be in the dance studio for a few extra hours tomorrow..,I'm excited that I will be in the dance studio for hours tomorrow,['optimism'],I have a feeling I will be in the dance studio for a few extra hours tomorrow.. Strategy: ['optimism'],['optimism'] ,['optimism'] I'm excited that I will be in the dance studio for hours tomorrow
40,"tryna be me is a lil harder than i thought! Haz, i once thought. Ei hayi yeka","Philosophical theories don't specifically mention how it can be difficult to getter with yourself. However, this is life.",['neutralizing'],"tryna be me is a lil harder than i thought! Haz, i once thought. Ei hayi yeka Strategy: ['neutralizing']",['neutralizing'] ,"['neutralizing'] Philosophical theories don't specifically mention how it can be difficult to getter with yourself. However, this is life."
41,I love the cold weatheruntil I got to sit on a COLD toilet seat. lovethecold problems,Cold weather is still great even when we have to sit on a cold toilet seat,['optimism'],I love the cold weatheruntil I got to sit on a COLD toilet seat. lovethecold problems Strategy: ['optimism'],['optimism'] ,['optimism'] Cold weather is still great even when we have to sit on a cold toilet seat
42,Booking flights on a Spanish computer could possibly the most irritating and complicated thing I've ever done annoyed,"Booking flights on a Spanish computer is not easy. Will soon learn Spanish, then it is going to be easier.",['growth'],Booking flights on a Spanish computer could possibly the most irritating and complicated thing I've ever done annoyed Strategy: ['growth'],['growth'] ,"['growth'] Booking flights on a Spanish computer is not easy. Will soon learn Spanish, then it is going to be easier."
43,"I hate falling asleep, I cannot control my dreams. Your filled in them, you and Reggie. Constantly thinking.","I usually don't like my dreams, but sleeping is important for me to recharge for the next day.","['neutralizing', 'optimism']","I hate falling asleep, I cannot control my dreams. Your filled in them, you and Reggie. Constantly thinking. Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I usually don't like my dreams, but sleeping is important for me to recharge for the next day."
44,"Why?"" ""Why them?"" ""Why us?"" ""Why now?"" ""Why is this happening?"" ""Why?"" ""Why?"" ""Why?"" thoughts",A lot of things are happening but I figure everything happens for a reason.,"['growth', 'optimism']","Why?"" ""Why them?"" ""Why us?"" ""Why now?"" ""Why is this happening?"" ""Why?"" ""Why?"" ""Why?"" thoughts Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] A lot of things are happening but I figure everything happens for a reason."
45,It's never a good sign when your doctor calls you to come see him after some test results come in.,"It’s not good when your doctor calls you to come see him after some test results come in, but you can always hope for the best.",['optimism'],It's never a good sign when your doctor calls you to come see him after some test results come in. Strategy: ['optimism'],['optimism'] ,"['optimism'] It’s not good when your doctor calls you to come see him after some test results come in, but you can always hope for the best."
46,Sometimes you realize you don't want something anymore then it's too late to back out I feel like the world is caving in on me,"I changed my mind about what I want, but that's ok. I don't want to be trapped in a mistake.","['neutralizing', 'optimism', 'self_affirmation']","Sometimes you realize you don't want something anymore then it's too late to back out I feel like the world is caving in on me Strategy: ['neutralizing', 'optimism', 'self_affirmation']","['neutralizing', 'optimism', 'self_affirmation'] ","['neutralizing', 'optimism', 'self_affirmation'] I changed my mind about what I want, but that's ok. I don't want to be trapped in a mistake."
47,I just want a night at home! Is that too hard to ask for?! Stop stressing me out! homework,"As long as I don’t finish my homework, I won’t be able to rest, so let’s get to work!",['growth'],I just want a night at home! Is that too hard to ask for?! Stop stressing me out! homework Strategy: ['growth'],['growth'] ,"['growth'] As long as I don’t finish my homework, I won’t be able to rest, so let’s get to work!"
48,"It's one of those times when it is not acceptable to cry, but yet that's all I want to do",Sometimes you just gotta let yourself feel what you feel,['neutralizing'],"It's one of those times when it is not acceptable to cry, but yet that's all I want to do Strategy: ['neutralizing']",['neutralizing'] ,['neutralizing'] Sometimes you just gotta let yourself feel what you feel
49,Had to restart my Mac 4 times already this morning because it drops internet connection every 10 mins! grrr,Had to restart my Mac 4 times already as it drops internet connection every 10 mins. I hope the problem resolves by itself.,"['neutralizing', 'optimism']","Had to restart my Mac 4 times already this morning because it drops internet connection every 10 mins! grrr Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Had to restart my Mac 4 times already as it drops internet connection every 10 mins. I hope the problem resolves by itself."
50,"thats it, i've been in the WORST mood of mankind for 5 days straight wtf losingit",I really need to work on my mood.,"['growth', 'neutralizing']","thats it, i've been in the WORST mood of mankind for 5 days straight wtf losingit Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] I really need to work on my mood."
51,Knowing she's on the road this late at night with this long of a drive<;<;<;<;,Im worried because she is on the road so late at night but I think it will be okay.,"['neutralizing', 'optimism']","Knowing she's on the road this late at night with this long of a drive<;<;<;<; Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Im worried because she is on the road so late at night but I think it will be okay."
52,Tsss i wouldnt be surprised if these SAT's are the death of me difficult praying,SATS are difficult but I can get through this. It will make me a stronger student in the end.,"['growth', 'neutralizing', 'optimism']","Tsss i wouldnt be surprised if these SAT's are the death of me difficult praying Strategy: ['growth', 'neutralizing', 'optimism']","['growth', 'neutralizing', 'optimism'] ","['growth', 'neutralizing', 'optimism'] SATS are difficult but I can get through this. It will make me a stronger student in the end."
53,why are you mad at me? I did nothing. So you need to stop and chill the hell out,I think we should talk about our feelings so we understand eachother,['growth'],why are you mad at me? I did nothing. So you need to stop and chill the hell out Strategy: ['growth'],['growth'] ,['growth'] I think we should talk about our feelings so we understand eachother
54,Soooo fuqn I jst want 2 punch a few holes in the wall n scream.,"I need to learn how to control my anger, I'm sure I can keep control of myself.","['growth', 'self_affirmation']","Soooo fuqn I jst want 2 punch a few holes in the wall n scream. Strategy: ['growth', 'self_affirmation']","['growth', 'self_affirmation'] ","['growth', 'self_affirmation'] I need to learn how to control my anger, I'm sure I can keep control of myself."
55,Fucking midterm is next week and I have a test in every class so yes please I'd love to work 16 hours this weekend. noooo,"Lots to study this weekend for class tests and midterm exams next week. But post that, I'm all done:)",['impermanence'],Fucking midterm is next week and I have a test in every class so yes please I'd love to work 16 hours this weekend. noooo Strategy: ['impermanence'],['impermanence'] ,"['impermanence'] Lots to study this weekend for class tests and midterm exams next week. But post that, I'm all done:)"
56,Finding out that I will have 3 random roommates next year<;<;<; and my car window got smashed in tonight<;<;<; bringitonlife upset,"I have 3 random roommates next year, I guess it's a great time to meet new people. Just need to get my car window fixed now.","['neutralizing', 'optimism']","Finding out that I will have 3 random roommates next year<;<;<; and my car window got smashed in tonight<;<;<; bringitonlife upset Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I have 3 random roommates next year, I guess it's a great time to meet new people. Just need to get my car window fixed now."
57,"you make me feel like im the bad person, im sorry it just wont work out.",I need to be around people who make me feel better more often.,"['impermanence', 'optimism']","you make me feel like im the bad person, im sorry it just wont work out. Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I need to be around people who make me feel better more often."
58," fucked Didn't study today , have a lot to do .""Rou2e :')","I'm in trouble, didn't study today , have a lot to do .",['neutralizing']," fucked Didn't study today , have a lot to do .""Rou2e :') Strategy: ['neutralizing']",['neutralizing'] ,"['neutralizing'] I'm in trouble, didn't study today , have a lot to do ."
59,You have no idea what chaos can result from your boss being ill on theatre day,There can be chaos when the boss is away but it's a challenge that can be sorted.,"['growth', 'optimism']","You have no idea what chaos can result from your boss being ill on theatre day Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] There can be chaos when the boss is away but it's a challenge that can be sorted."
60,so over this weekend and everyonecan i skip to wednesday already and be home tired,This weekend is going to be hard but It will soon be over,['optimism'],so over this weekend and everyonecan i skip to wednesday already and be home tired Strategy: ['optimism'],['optimism'] ,['optimism'] This weekend is going to be hard but It will soon be over
61,"Whatsapp be acting up, Phone gone dizzy, PC being a bitch! = Need me some upgrades for real!",Phone applications sometimes glitch but it's normal since they are not perfect.,['neutralizing'],"Whatsapp be acting up, Phone gone dizzy, PC being a bitch! = Need me some upgrades for real! Strategy: ['neutralizing']",['neutralizing'] ,['neutralizing'] Phone applications sometimes glitch but it's normal since they are not perfect.
62,When your to-do is getting as long as your arm and you don't even know where to begin toomuchtodo solittletime,I need to start finishing off items on my to-do list which is getting longer every day.,"['impermanence', 'optimism']","When your to-do is getting as long as your arm and you don't even know where to begin toomuchtodo solittletime Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I need to start finishing off items on my to-do list which is getting longer every day."
63,"Lazy days don't exist anymore, not a single day until Christmas I don't have something I need to do/going on",I don't have lazy days. I am very active throughout the year.,['impermanence'],"Lazy days don't exist anymore, not a single day until Christmas I don't have something I need to do/going on Strategy: ['impermanence']",['impermanence'] ,['impermanence'] I don't have lazy days. I am very active throughout the year.
64,*sigh* Whoever u are that processed my paperwork late at work I am not happy with you at all.,"Despite the lateness, I am grateful that my paperwork got processed.",['thankfulness'],*sigh* Whoever u are that processed my paperwork late at work I am not happy with you at all. Strategy: ['thankfulness'],['thankfulness'] ,"['thankfulness'] Despite the lateness, I am grateful that my paperwork got processed."
65,So I still haven't started Christmas shopping but I'm more worried about the fact my Christmas dress hasn't appeared yet :(,I will try to go for shopping soon.,['growth'],So I still haven't started Christmas shopping but I'm more worried about the fact my Christmas dress hasn't appeared yet :( Strategy: ['growth'],['growth'] ,['growth'] I will try to go for shopping soon.
66,"Gonna be my worst January so far! Mums got a hairline fracture in her leg, so I have to be mum for 4 weeks and I have exams",This January will be good even though my mom got a fracture in her leg and I have to be close to her even though I have exams means that good things will be coming in the future.,['optimism'],"Gonna be my worst January so far! Mums got a hairline fracture in her leg, so I have to be mum for 4 weeks and I have exams Strategy: ['optimism']",['optimism'] ,['optimism'] This January will be good even though my mom got a fracture in her leg and I have to be close to her even though I have exams means that good things will be coming in the future.
67,I think this is the first time I've cussed in anger in front of my parents and second time I threw my phone,I am ashamed for venting out my anger in front of my parents for the first time by throwing my phone. I have made up my mind not to repeat this again.,"['growth', 'optimism']","I think this is the first time I've cussed in anger in front of my parents and second time I threw my phone Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] I am ashamed for venting out my anger in front of my parents for the first time by throwing my phone. I have made up my mind not to repeat this again."
68,Popped the high e string on my guitar Just what I want to do @ 10:04p.m change a stupid e string!!! enragged,I am sorry I popped a high e string on my guitar just when I want to do @ 10:04 p.m.,['neutralizing'],Popped the high e string on my guitar Just what I want to do @ 10:04p.m change a stupid e string!!! enragged Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] I am sorry I popped a high e string on my guitar just when I want to do @ 10:04 p.m.
69,"Please please please let me have a decent sleep: 4 nightmare ridden night sleeps in a row, I don't want another :( cantcope",I hope I can have a decent sleep and get some rest tonight!,"['neutralizing', 'optimism']","Please please please let me have a decent sleep: 4 nightmare ridden night sleeps in a row, I don't want another :( cantcope Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I hope I can have a decent sleep and get some rest tonight!"
70,I'm tired  and i don't know if it's a sleepy tired or just tired of life stressed,"I feel tired right now, but I know it will pass",['impermanence'],I'm tired  and i don't know if it's a sleepy tired or just tired of life stressed Strategy: ['impermanence'],['impermanence'] ,"['impermanence'] I feel tired right now, but I know it will pass"
71,I am so tired of this. I wish it was easier to choose which college I want to go to.,It could be easier to choose which college I should go to!,['neutralizing'],I am so tired of this. I wish it was easier to choose which college I want to go to. Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] It could be easier to choose which college I should go to!
72,my school has given me less then 5 weeks to learn a whole gcse subject.,I should complete my gcse subject soon.,['optimism'],my school has given me less then 5 weeks to learn a whole gcse subject. Strategy: ['optimism'],['optimism'] ,['optimism'] I should complete my gcse subject soon.
73,I'm stressing so bad all of a sudden!! :( Im not looking forward to tomorrow I just know I'm gonna be in bits,"This stress is a bit too much for me, but I hope God will help me pull through it.","['neutralizing', 'optimism']","I'm stressing so bad all of a sudden!! :( Im not looking forward to tomorrow I just know I'm gonna be in bits Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] This stress is a bit too much for me, but I hope God will help me pull through it."
74,Looking after 2 hot and grumpy children by myself today then straight to work this eve :( helpme,At least I get to spend time with my children even if they are difficult.,"['growth', 'optimism']","Looking after 2 hot and grumpy children by myself today then straight to work this eve :( helpme Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] At least I get to spend time with my children even if they are difficult."
75,Why does life have to be so difficult.  I wish I could just get a break from it all. Overwhelmed,Sometimes life is so difficult... But nothing is forever.,"['impermanence', 'neutralizing']","Why does life have to be so difficult.  I wish I could just get a break from it all. Overwhelmed Strategy: ['impermanence', 'neutralizing']","['impermanence', 'neutralizing'] ","['impermanence', 'neutralizing'] Sometimes life is so difficult... But nothing is forever."
76,"Hate the feeling of being exhausted, but yet i still cant sleep! Drives me mad! .",I don't like being exhausted and not able to sleep. I'm going to try drinking less coffee.,['growth'],"Hate the feeling of being exhausted, but yet i still cant sleep! Drives me mad! . Strategy: ['growth']",['growth'] ,['growth'] I don't like being exhausted and not able to sleep. I'm going to try drinking less coffee.
77,Mane all i need ta do is drank && smoke sum && ill b str8!! Farreal mane.,Going to treat myself and have a relaxing time having a smoke and a drink. I feel blessed.,"['optimism', 'thankfulness']","Mane all i need ta do is drank && smoke sum && ill b str8!! Farreal mane. Strategy: ['optimism', 'thankfulness']","['optimism', 'thankfulness'] ","['optimism', 'thankfulness'] Going to treat myself and have a relaxing time having a smoke and a drink. I feel blessed."
78,Teacher decides to email out an essay question this morning for the midterm due in class by 3:30 this afternoon ..,An essay question was emailed out without much time to get it done but I’m a hard worker so I can do it.,"['optimism', 'self_affirmation', 'thankfulness']","Teacher decides to email out an essay question this morning for the midterm due in class by 3:30 this afternoon .. Strategy: ['optimism', 'self_affirmation', 'thankfulness']","['optimism', 'self_affirmation', 'thankfulness'] ","['optimism', 'self_affirmation', 'thankfulness'] An essay question was emailed out without much time to get it done but I’m a hard worker so I can do it."
79,I hate that burger king has me working every Wednesday even though I asked them not to do that to me,The Burger King makes me work every wednesday even though I asked them not to do that to me!,['neutralizing'],I hate that burger king has me working every Wednesday even though I asked them not to do that to me Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] The Burger King makes me work every wednesday even though I asked them not to do that to me!
